"","RESPNO","URBRUR","PROVINCE","DISTRICT","HHOLDSE1","HHOLDSE2","HHOLDSE3","HHOLDSE4","HHOLDSE5","HHOLDSE6","HHOLDSE7","PREVINT","CURRINT","CALLS","DATEINTR","STRTIME","Q1","Q2","Q3","Q4A","Q4B","Q5","Q6A","Q6B","Q7A","Q7B","Q8A","Q8B","Q8C","Q8D","Q8E","Q8F","Q9A","Q9B","Q9C","Q10","Q11","Q12","Q13","Q14A","Q14B","Q14C","Q15A","Q15B","Q15C","Q16","Q17","Q18A","Q18B","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28A","Q28B","Q28C","Q28D","Q29","Q30","Q31A","Q31B","Q31C","Q32A","Q32A_KEN","Q32B","Q32C","Q32D","Q32E","Q32F","Q32G","Q33","Q34","Q35A","Q35PT1","Q35B","Q35PT2","Q35C","Q35PT3","Q36A","Q36B","Q36C","Q37","Q38","Q39","Q40","Q41","Q42","Q43A1","Q43A2","Q43B1","Q43B2","Q43C1","Q43C2","Q44A1","Q44A2","Q44B1","Q44B2","Q44C1","Q44C2","Q45","Q46","Q47","Q48","Q49","Q50","Q51","Q52A","Q52B","Q52C","Q52D","Q53A","Q53B","Q53C","Q53D","Q54A","Q54B","Q54C","Q54D","Q54E","Q54F","Q54G","Q55A","Q55B","Q55C","Q55D","Q55E","Q55F","Q55G","Q55H","Q55I","Q55J","Q55K","Q55M","Q56A","Q56B","Q56C","Q56D","Q56E","Q56F","Q56G","Q56H","Q56I","Q56J","Q57A","Q57B","Q57C","Q57D","Q57E","Q57F","Q58A","Q58B","Q58C","Q59","Q60","Q61","Q62A","Q62B","Q63PT1","Q63PT2","Q63PT3","Q64","Q65A","Q65B","Q65C","Q65D","Q65E","Q65F","Q65G","Q65H","Q65I","Q65J","Q65K","Q66","Q67A","Q67B","Q67C","Q67D","Q68A","Q68B","Q68C","Q69A_verb","Q69A_code","Q69B_verb","Q69B_code","Q70A","Q70B","Q70C","Q70D","Q71A","Q71B","Q71C","Q71D","Q71E","Q72A","Q72B","Q72C","Q73A","Q73B","Q73C","Q73D","Q73E","Q73F","Q73G","Q74A","Q74B","Q74C","Q74D","Q74E","Q74F","Q74G","Q75A","Q75B","Q75C","Q75D","Q75E","Q76A","Q76B","Q77A","Q77B","Q78A","Q78B","Q78C","Q78D","Q79","Q80A","Q80B","Q81","Q82","Q83","Q84A","Q84B","Q84C","Q84D","Q85","Q86","Q87","Q88A_KEN","Q88B_KEN","Q88C_KEN","Q88D_KEN","Q89A_KEN","Q89B_KEN","Q90","Q91","Q92","Q93A","Q93B","Q93C","Q93D","Q93E","Q93F","Q94","Q95","Q96A","Q96B","Q97","Q98","Q99","Q99A_KEN","Q99B_KEN","Q100","Q101","ENDTIME","LENGTH","Q102","Q103","Q104","Q105A","Q105B","Q105C","Q105D","Q105E","Q106","Q108A","Q108B","Q108C","Q108D","Q108E","Q108F","Q110","Q111","Q112","Q113","Q114","Q115","Q116A","Q116B","Q116C","Q116D","Q116E","Q116F","Q116G","Q116H","Q116I","Q116J","Q116K","Q117A","Q117B","Q118","withinwt"
"11","KEN0705",2,217,"BUNGOMA",6,997,997,997,997,997,997,1,2,1,2005-09-08,36660,48,0,202,1,1,4,3,3,4,4,3,0,0,0,0,0,0,0,0,1,9,9,9,3,9,9,0,0,0,1,9,9,9,3,2,4,1,4,1,1,9,1,2,0,1,1,1,1,4,2,2,0,1,0,0,0,0,0,0,4,2,"ITS SOMETHING GOOD",12,"NFA",996,"NFA",996,5,5,9,9,1,5,9,9,9,"DK",9,"JOSHUA IMINYI",3,"DK",9,"DK",9,"DK",9,"DK",9,1,9,9,9,1,9,9,9,9,5,9,9,9,9,3,4,4,4,4,4,4,4,3,3,9,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,7,0,7,0,7,0,1,1,1,1,1,9,9,2,14,996,996,3,9,9,3,9,3,4,4,9,3,9,4,1,4,4,4,4,4,4,4,"YES",2,"YES",1,9,4,9,4,-1,9,9,4,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,9,9,3,3,2,1,2,2,202,1,1,0,5,0,2,1,1,1,0,997,7,9,9,9,9,9,7,2,3,6,1,0,0,0,0,0,0,1,1,3,1,6,995,9,7,999,2,40620,66,1,214,4,0,0,0,0,0,3,1,1,1,1,2,1,"KEN42",25,2,2,202,8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.157667662
"12","KEN1014",2,212,"MERU CENTRAL",3,997,997,997,997,997,997,1,2,1,2005-09-19,63900,30,0,815,2,1,3,4,4,3,3,0,0,3,2,3,0,0,0,0,1,2,3,2,3,3,3,4,0,1,3,0,4,4,3,1,2,1,1,1,3,3,3,3,0,0,3,1,1,2,2,1,2,3,0,0,0,2,0,0,2,1,"FREEDOM OF SPEECH",1,"NFR",996,"NFR",996,2,2,2,3,1,3,2,2,2,"MWIRARIA",3,"MEMEU",3,"MOODY AWORI",3,"NARC",3,"FIVE",2,"PRESIDENT",2,1,3,3,4,1,1,1,2,3,4,4,0,1,0,0,5,5,4,4,4,5,5,3,3,3,3,3,0,2,3,2,3,3,3,0,1,1,1,1,1,1,1,1,1,7,0,7,0,0,0,3,3,3,2,1,2,1,1,8,7,1,3,4,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,4,4,4,"YES",2,"NO",2,4,4,4,4,3,3,2,4,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,7,7,3,3,3,1,1,3,3,0,1,218,3,3,0,3,0,3,3,3,3,1,201,3,2,9,9,3,1,1,0,11,6,1,1,0,0,0,0,3,2,1,0,0,997,201,1,7,5,2,67920,67,1,815,1,0,0,0,0,0,0,1,1,1,2,1,1,"KEN61",31,2,1,200,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.162581576
"13","KEN0940",2,210,"THIKA",3,6,997,997,997,997,997,1,2,1,2005-09-10,38460,31,1,200,2,2,-1,3,3,4,4,2,0,0,2,3,3,3,0,0,4,2,4,3,3,2,3,4,0,0,3,0,1,9,1,3,1,1,1,2,1,3,4,3,0,0,2,1,1,1,3,1,2,0,0,0,0,2,0,0,2,1,"TOGETHERNESS",11,"WORKING AS A GROUP",11,"JOINING TOGETHER TO DISCUSS DEVELOPMENT ISSUES",5,1,2,2,3,1,1,3,1,1,"UHURU",3,"GATHECHA",2,"MOODY AWORI",3,"DK",9,"DK",9,"PRESIDENT",2,2,2,3,4,1,1,1,2,5,4,4,9,0,2,2,3,9,4,9,9,4,4,3,3,3,2,2,0,2,3,3,3,3,1,1,1,1,1,1,1,1,3,3,2,0,0,0,0,0,0,3,3,3,1,2,2,2,3,8,20,1,1,4,3,3,2,3,4,4,2,3,4,4,1,4,3,9,9,4,4,4,"YES",2,"YES",1,4,4,4,4,2,3,3,4,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,2,2,1,3,2,0,3,3,1,2,200,4,3,2,3,0,3,3,3,2,0,997,7,3,1,2,3,1,9,3,2,6,1,1,0,1,0,0,1,1,0,3,1,50,206,1,7,21,2,42600,69,1,200,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN61",31,2,1,200,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.176131786
"14","KEN1002",2,212,"MERU CENTRAL",997,997,997,997,997,997,997,1,2,1,2005-09-19,39300,50,1,204,4,4,3,4,4,4,4,0,0,2,3,1,0,0,0,0,1,2,3,2,4,4,4,3,0,1,3,2,2,4,2,5,2,1,1,1,3,1,3,3,3,0,3,1,1,4,3,1,2,2,0,0,0,2,0,1,2,1,"FREEDOM OF SPEECH",1,"NOT BEING DISCRIMINATED AGAINST",6,"THE GOVERNMENT CATERING FOR MY OWN NEEDS",5,2,1,2,3,2,3,2,2,1,"MWIRARIA",3,"MEMEU",3,"MOODY AWORI",3,"NARC",3,"TWICE",3,"THE GOVT",2,1,4,4,3,2,2,1,2,4,4,5,0,1,0,0,4,4,4,5,4,5,4,3,2,2,3,3,0,3,1,2,3,3,3,1,1,1,1,1,2,9,1,1,0,7,0,0,0,0,1,2,3,2,2,1,2,1,0,7,8,996,2,3,2,2,2,3,4,4,4,2,9,3,3,4,9,9,9,4,3,3,"YES",2,"YES",1,3,4,2,3,3,2,2,4,3,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,3,2,3,3,1,0,3,3,0,0,204,2,3,1,3,0,2,1,1,0,1,201,3,3,9,9,9,2,2,3,5,6,1,1,0,1,0,0,1,2,0,2,1,10,201,9,7,1,2,43500,70,1,204,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN61",31,2,1,200,9,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1.162581576
"15","KEN0905",2,210,"MURANGA",997,997,997,997,997,997,997,1,2,1,2005-09-07,54000,36,1,200,5,4,4,2,1,4,4,0,0,0,2,2,0,0,0,0,4,1,1,1,4,4,4,4,0,0,3,0,2,2,3,1,1,4,1,3,1,1,2,1,0,0,0,1,1,4,0,0,1,2,0,0,0,3,3,0,1,2,"MAJORITY RULE",7,"NFA",996,"NFA",996,4,1,1,3,1,1,1,3,1,"KAMOTHO",3,"CANT REMEMBER",1,"CANT REMEMBER",1,"DK",9,"TWO",3,"PRESIDENT",2,2,4,4,4,1,1,1,2,4,4,4,0,1,0,1,4,4,4,4,4,4,4,3,2,1,2,3,0,9,2,2,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,3,3,1,1,1,0,0,3,17,16,996,1,4,3,1,4,3,3,4,2,3,4,4,4,3,3,3,3,4,9,3,"YES",2,"YES",1,2,4,2,4,4,7,3,4,4,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,3,2,2,3,3,0,1,200,9,9,1,3,0,3,3,2,9,0,997,7,1,1,9,3,2,7,3,4,5,1,1,0,0,0,0,1,2,2,1,0,997,201,1,7,19,2,58320,72,1,4,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN62",28,1,2,204,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.176131786
"16","KEN0980",1,210,"THIKA",997,997,997,997,997,997,997,2,1,1,2005-09-09,58500,40,1,200,2,2,4,2,2,4,4,0,1,2,2,2,0,0,0,0,4,4,4,4,4,4,4,4,4,3,3,2,1,2,1,1,1,4,3,5,1,1,1,1,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,7,1,"FREEDOM",1,"JUSTICE",6,"NFA",996,1,1,1,3,1,1,1,1,1,"KABOGO",3,"CANT REMEMBER",1,"MOODY AWORI",3,"NARC",3,"TWO",3,"COURT",3,1,2,3,4,1,1,1,3,4,4,4,2,2,0,2,4,4,4,4,4,4,4,2,2,1,1,3,1,2,0,0,9,2,2,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,2,3,2,1,1,1,2,3,3,14,24,3,3,1,1,1,3,4,4,3,2,3,3,1,3,2,4,3,3,1,2,"YES",2,"YES",1,2,4,2,4,3,3,2,4,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,2,2,3,3,0,1,200,2,3,0,5,0,2,1,1,1,1,201,2,1,2,2,3,1,0,3,4,4,1,1,1,1,0,0,5,11,0,0,1,2,201,1,7,19,1,61260,62,1,4,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN62",28,1,2,204,8,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.691801863
"17","KEN0904",2,210,"MURANGA",3,997,997,997,997,997,997,1,2,1,2005-09-08,32280,35,1,200,4,4,3,4,4,4,4,0,0,1,1,3,1,0,0,0,4,3,3,2,2,2,2,4,0,0,3,1,2,4,2,3,2,2,3,2,3,2,4,3,0,0,0,1,6,1,1,1,0,0,0,0,0,2,3,0,2,2,"ECONOMIC DEVELOPMENT",5,"NFA",996,"NFA",996,1,1,2,3,2,2,2,3,3,"KAMOTHO",3,"KAMAU WA KARIEG",3,"MOODY AWORI",3,"NARC",3,"DK",9,"CHIEF/HERDMAN",2,2,4,4,4,1,2,3,2,3,2,2,2,2,0,2,4,5,5,5,5,5,5,2,1,2,1,1,9,2,2,2,2,2,2,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,3,3,3,1,1,0,0,0,13,17,16,3,3,2,1,2,3,3,4,2,2,3,3,4,3,3,3,3,3,3,2,"YES",2,"NO",2,2,3,2,4,3,3,3,3,3,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,2,2,3,3,0,0,200,2,2,1,5,0,3,2,2,1,1,201,1,3,9,9,3,1,0,3,4,6,1,1,0,0,0,0,1,2,2,1,0,997,201,9,7,19,2,36120,64,1,200,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN62",28,1,2,204,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.176131786
"18","KEN0956",2,210,"KIAMBU",1,2,997,997,997,997,997,1,2,1,2005-09-11,48000,52,1,200,3,3,4,4,4,5,4,0,1,0,0,1,0,1,0,0,5,4,4,1,3,4,3,4,4,4,2,1,2,3,1,5,1,5,1,1,5,5,4,2,3,2,2,1,1,4,4,0,3,2,3,2,2,2,0,0,2,1,"FREEDOM OF DOING WHAT PLEASES",1,"JUSTICE AND WHERE LAW RULES",6,"EQUALITY",6,2,1,2,3,1,4,5,5,1,"NJENGA KARUME",2,"AWORI",3,"NARC",3,"TWICE",3,"PARLIAMENT",2,"3",2,3,2,2,1,1,1,1,4,4,4,4,2,2,1,2,4,4,2,4,1,4,3,2,2,1,1,2,1,1,1,1,2,2,2,9,1,1,1,1,2,9,9,9,9,0,0,0,0,0,0,3,3,3,1,3,3,1,1,24,18,21,1,3,3,2,3,3,3,4,3,3,4,4,5,3,3,3,3,3,3,2,"YES",2,"NO",2,2,3,2,3,3,3,3,4,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,1,1,3,3,1,1,200,3,2,9,5,0,2,2,2,2,1,203,2,2,2,2,2,1,2,9,2,5,1,1,1,0,0,1,5,17,1,2,1,6,203,1,7,23,2,52920,82,1,1,1,0,0,0,0,0,0,1,2,2,3,2,2,"KEN64",26,1,2,204,8,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1.176131786
"19","KEN0920",2,210,"MARAGUA",997,997,997,997,997,997,997,2,1,1,2005-09-08,62880,46,1,201,3,4,4,5,4,5,4,0,2,0,0,1,0,0,0,0,2,1,3,1,5,2,4,4,0,0,0,0,2,3,4,1,1,1,1,1,3,1,3,2,2,2,0,1,1,2,9,9,0,0,0,0,0,0,0,0,7,1,"HAVING FREEDOM",1,"BEING SAFE",4,"NFA",996,2,1,1,3,2,5,2,4,5,"JOSHUA TORO",3,"KNOW BUT CANT R",1,"MOODY AWORI",3,"NARC",3,"15YRS",2,"GOVERNMENT",2,1,3,4,3,2,1,1,5,5,5,3,0,2,9,1,4,5,2,5,3,4,4,2,0,1,0,2,0,2,0,0,2,3,0,1,1,1,1,1,2,3,9,9,9,0,0,0,0,0,0,2,3,9,2,2,0,0,1,24,24,996,0,3,2,1,1,3,4,4,2,2,1,2,5,1,1,2,1,4,1,2,"YES",2,"NO",2,2,4,2,4,3,1,2,4,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,3,3,3,3,0,0,200,4,2,1,5,0,3,3,3,0,1,201,3,2,2,9,4,1,9,4,2,5,1,1,0,1,0,0,4,16,1,1,9,997,201,1,7,1,1,67680,80,1,4,1,0,0,0,0,0,0,2,2,2,3,3,2,"KEN64",26,1,2,204,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.176131786
"20","KEN0534",1,216,"NAKURU",997,997,997,997,997,997,997,1,2,1,2005-09-15,35460,43,-1,200,4,4,4,4,4,5,5,1,2,1,1,3,1,1,2,0,3,3,4,5,4,2,2,4,4,3,2,2,3,3,1,1,1,1,1,1,4,4,3,2,0,0,3,1,1,4,4,0,1,3,0,0,0,3,1,0,2,1,"BEING ABLE TO VOTE FREELY",3,"AVAILABILITY OF PEACE",4,"NFR",996,2,1,2,3,1,3,5,4,5,"MIRUGI KARIUKI",3,"DK",9,"MOODY AWORI",3,"NARC",3,"THREE",2,"DK",9,2,3,3,2,1,2,2,3,4,3,3,1,2,1,2,4,4,4,4,4,4,4,3,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,7,7,7,7,7,-1,3,3,2,1,3,9,1,2,4,17,996,9,3,2,2,2,2,3,4,2,2,2,2,4,3,2,9,9,3,2,3,"YES",2,"DK",9,9,3,2,3,2,2,2,4,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,2,2,0,3,3,3,3,3,0,1,200,2,3,1,5,0,2,1,1,1,0,997,7,9,9,9,2,1,1,5,5,5,1,1,1,0,0,0,4,6,1,1,1,4,201,1,7,1,2,39480,67,1,4,1,0,0,0,0,0,0,1,1,1,3,2,1,"KEN71",26,1,1,200,9,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.763914589
"21","KEN0474",2,216,"BURET",997,997,997,997,997,997,997,1,2,1,2005-09-08,45000,23,1,206,2,3,4,4,3,4,3,0,0,0,0,0,0,0,1,1,1,3,9,3,3,9,2,4,3,3,0,0,9,3,9,2,3,2,2,2,3,3,2,3,2,0,0,2,7,3,3,0,0,0,0,0,0,0,0,0,7,2,"DK",999,"NFR",996,"NFR",996,2,1,1,9,1,2,1,3,2,"SAM KOECH",3,"KIPLANGAT",3,"TORGOT",1,"DK",9,"TWICE",2,"RAIS",2,2,4,2,9,2,1,3,5,1,5,1,1,0,9,2,3,2,5,3,3,3,3,3,3,9,3,1,0,3,3,3,3,3,3,0,1,9,9,1,1,9,1,1,2,9,0,0,0,0,0,1,3,1,2,3,2,1,1,14,996,996,3,3,3,3,2,3,3,2,3,2,4,4,2,4,3,9,3,9,3,3,"YES",2,"YES",1,3,3,9,9,3,3,2,3,3,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,7,7,7,0,0,2,2,1,1,2,2,205,2,3,0,9,0,1,1,1,1,0,997,7,2,2,2,3,9,9,2,4,5,0,1,0,0,0,0,1,3,0,0,0,997,201,1,7,999,2,49500,75,1,4,3,0,0,0,0,0,0,1,1,1,1,1,1,"KEN73",21,2,2,200,8,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1.251873798
"22","KEN0459",2,216,"BOMET",997,997,997,997,997,997,997,0,1,1,2005-09-07,38700,20,1,206,4,5,3,2,2,3,4,4,3,3,1,2,2,1,2,0,3,1,2,2,3,5,4,4,3,4,3,2,2,3,3,2,2,2,3,3,3,2,3,2,1,1,3,5,7,2,1,1,0,0,0,0,0,0,0,0,7,2,"FREEDOM OF CHOICE IN POLITICS",1,"NFA",996,"NFA",996,2,2,4,3,1,4,3,3,1,"JOHN KOECH",3,"GEOFFREY",3,"CAN'T REMEMBER",1,"KANU",2,"FIVE YEARS",2,"POLICE",2,8,1,0,0,2,3,3,4,4,4,4,0,0,0,0,2,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,1,1,3,3,0,0,1,1,0,1,1,1,1,2,0,0,0,0,7,17,16,0,4,4,2,3,3,3,4,3,3,4,3,3,3,4,4,3,3,3,3,"YES",2,"NO",2,2,4,1,4,3,3,3,3,3,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,1,2,3,0,0,0,0,206,2,2,3,1,0,3,3,3,3,1,998,-1,3,1,1,1,2,7,2,0,1,0,1,0,0,0,0,1,2,2,0,1,4,206,1,7,5,1,42900,70,1,4,4,0,0,0,0,0,1,2,1,2,3,3,2,"KEN74",23,2,2,200,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.251873798
"23","KEN0477",2,216,"BURET",997,997,997,997,997,997,997,2,1,1,2005-09-08,37800,25,0,206,4,4,5,4,3,4,4,0,0,0,0,0,0,0,0,0,3,2,3,1,9,3,4,4,3,1,1,9,2,9,1,3,1,2,1,1,2,2,2,2,0,0,2,1,1,3,3,0,3,3,3,0,0,3,3,0,2,3,"DK",999,"NFA",996,"NFA",996,3,2,4,3,2,3,5,5,2,"SAM KOECH",3,"JOEL KOECH",2,"MOODY AWORI",3,"NARC",3,"TWICE",3,"PRESIDENT",2,1,4,4,3,1,2,2,4,4,5,4,3,0,1,1,3,3,9,4,5,5,5,3,3,3,3,3,9,9,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,3,16,8,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,"YES",2,"YES",1,3,4,3,4,4,4,4,4,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,4,6,0,0,3,2,0,1,2,2,206,3,3,0,5,1,3,3,3,3,8,997,7,9,9,9,4,1,0,5,3,6,1,1,1,1,1,1,1,2,0,-1,0,997,201,9,7,21,1,43020,87,-1,4,4,0,0,0,0,0,1,1,2,1,2,2,2,"KEN74",23,2,2,200,8,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1.251873798
"24","KEN0400",2,215,"KISII CENTRAL",997,997,997,997,997,997,997,2,1,1,2005-09-09,38100,24,1,205,4,4,4,4,4,4,4,0,0,0,0,1,0,4,1,1,2,4,4,1,3,1,2,4,4,2,3,2,4,5,2,1,1,1,2,1,4,3,4,2,0,0,0,1,1,3,3,0,2,0,0,0,0,0,0,2,1,1,"FREEDOM OF OPERATING AS A CITIZEN",1,"NFR",996,"NFR",996,1,1,1,3,1,4,1,4,1,"JIMMY ANGWENYI",3,"FLORENCE ORINA",3,"MOODY AWORI",3,"NARC",3,"ONE",2,"HIGH COURT",3,1,3,2,4,1,1,1,3,4,3,2,1,1,1,2,5,5,4,4,4,3,4,1,1,1,0,0,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,3,3,3,1,2,1,0,1,4,22,23,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,4,"YES",2,"NO",2,2,4,4,3,4,2,2,2,2,7,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,2,2,2,1,3,0,0,3,2,0,0,205,2,3,0,4,0,1,1,1,1,0,997,7,2,2,2,1,1,2,4,14,5,1,1,1,0,0,0,0,2,0,0,1,7,998,9,7,21,1,42300,70,1,205,1,0,0,0,0,0,0,1,1,1,1,1,2,"KEN21",38,1,1,205,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.169642018
"25","KEN0641",2,212,"MACHAKOS",3,997,997,997,997,997,997,1,2,1,2005-09-10,45300,23,0,203,2,4,3,4,4,4,4,1,0,1,0,2,1,0,0,0,1,2,2,2,4,2,3,3,0,0,2,1,2,2,4,1,1,2,2,1,2,3,2,2,2,0,2,6,7,3,3,0,2,2,0,0,0,3,3,2,1,2,"ELECTIONS",3,"NFA",996,"NFA",996,4,2,2,3,1,3,2,4,2,"KAINDI",3,"MUASA",3,"MOODY",3,"DK",9,"TWICE",3,"DK",9,2,3,2,3,1,1,2,4,4,4,2,1,1,2,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,3,3,2,2,8,14,996,2,3,3,2,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,"YES",2,"YES",1,3,3,3,3,2,2,3,3,3,7,7,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,2,3,3,3,3,3,3,1,1,1,1,203,4,4,1,4,0,1,1,1,1,1,201,3,2,2,2,3,2,7,3,3,5,0,0,0,0,0,0,1,1,1,1,1,4,201,2,2,1,2,48600,55,1,203,1,0,0,0,0,0,0,1,1,1,2,1,1,"KEN51",26,2,1,203,8,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1.162581576
"26","KEN1269",2,214,"WAJIR",997,997,997,997,997,997,997,2,1,1,2005-09-28,34440,40,1,210,1,1,1,3,1,9,9,2,4,2,0,4,0,0,1,0,2,2,3,2,1,1,1,4,0,0,3,0,4,2,2,3,2,1,3,2,3,3,3,2,2,0,2,1,1,4,4,1,1,3,0,0,0,3,0,0,2,2,"DK",999,"NFA",996,"NFA",996,2,2,2,3,1,2,2,3,2,"ABDIRAHAMAN",3,"BASHIR DAGANE",3,"DK",9,"NARC",3,"TWICE",3,"PRESIDENT",2,2,2,4,9,2,2,2,4,4,4,4,2,1,0,0,4,4,4,4,4,4,4,3,3,3,0,3,0,3,3,3,3,9,9,9,9,1,0,9,9,1,0,0,0,7,0,0,0,0,0,3,3,3,2,2,1,2,2,8,20,17,2,9,2,1,1,4,3,4,1,1,3,3,3,1,3,3,2,3,3,3,"YES",2,"NO",2,2,3,2,3,1,1,2,3,3,7,7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,0,0,3,3,1,2,210,5,5,1,3,1,3,3,3,2,1,210,3,1,2,9,2,2,7,0,200,1,1,1,0,0,0,0,2,1,1,1,0,997,201,2,2,1,1,37620,53,1,210,1,0,0,0,0,0,1,2,1,1,1,1,1,"KEN03",28,1,1,210,8,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0.553415503
"27","KEN0967",2,210,"KIAMBU",997,997,997,997,997,997,997,1,2,1,2005-09-12,31500,48,1,200,4,2,3,4,3,4,4,0,0,0,0,1,0,0,0,0,1,2,3,1,4,4,3,3,0,2,2,1,4,4,1,3,1,4,2,2,2,2,3,2,0,0,2,1,1,3,2,0,0,1,0,0,0,0,0,0,1,1,"FREDOM OF SPEECH AND EXPRESSION",1,"VOTING AND ELECTION",3,"NFA",996,4,2,2,3,1,2,2,2,2,"P MUITE KIBUGI",3,"CANT REMEMBER",1,"MOODY",3,"LDP",2,"TWICE",2,"COMMON MWANANCHI",2,1,3,3,3,2,3,5,9,2,4,4,1,1,0,0,4,5,4,5,4,4,4,3,2,2,2,1,2,2,2,1,1,1,1,9,1,1,1,1,9,1,1,9,9,0,0,0,0,0,0,2,3,2,2,3,2,1,1,3,24,996,1,3,2,3,2,3,4,3,3,3,2,3,1,2,2,3,9,3,3,3,"YES",2,"YES",1,2,4,2,4,3,3,3,3,3,7,7,7,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,3,2,1,1,200,2,2,0,5,0,3,2,2,2,0,997,7,2,9,9,3,1,2,5,4,4,1,1,0,1,0,0,3,22,0,0,1,2,201,9,7,8,2,36480,83,1,4,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN64",26,1,2,204,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.176131786
